timestamp_s,roll,pitch,yaw
426.499777,2.130690,-1.124610,97.673400
426.699777,1.942340,-1.006910,97.098930
426.899777,1.837040,-1.145440,95.916690
427.099777,2.152610,-1.043730,93.798660
427.299776,2.392890,-1.092850,90.852820
427.499776,2.216350,-0.997880,87.321630
427.699776,2.181610,-0.988350,83.154730
427.899776,2.331030,-1.039650,78.315530
428.099776,2.375570,-1.119230,72.880450
428.299776,2.328580,-1.135730,66.983530
428.499776,2.361710,-1.267990,60.720620
428.699776,2.489380,-1.250320,54.300810
428.899776,2.615760,-1.117990,47.657770
429.099775,2.593370,-1.039520,40.899070
429.299775,2.837190,-1.038580,34.330210
429.499775,2.911010,-0.810190,27.927610
429.699775,2.895420,-0.662530,21.565740
429.899775,3.063540,-0.388370,15.283070
430.099775,2.840830,-0.438680,9.068420
430.299775,2.618990,-0.353630,2.823590
430.499775,2.698440,-0.255490,356.476080
430.699775,3.004490,-0.240060,350.124080
430.899775,3.030930,-0.120370,343.682190
431.099774,2.887150,0.054110,336.969310
431.299774,2.812670,0.273300,330.148750
431.499774,2.676710,0.371970,323.041760
431.699774,2.812260,0.418670,315.806470
431.899774,2.851230,0.309340,308.504450
432.099774,2.852410,0.334520,301.074350
432.299774,2.576310,0.174210,293.583420
432.499774,2.541430,0.061650,286.035490
432.699774,2.403890,0.116380,278.373670
432.899774,2.508780,-0.219190,270.642870
433.099773,2.531630,-0.163950,262.686140
433.299773,2.536210,-0.471870,254.644060
433.499773,2.374660,-0.525810,246.596480
433.699773,2.419340,-0.652170,238.615860
433.899773,2.009440,-0.588030,231.225380
434.099773,1.756380,-0.494240,224.675240
434.299773,1.465410,-0.507270,219.022310
434.499773,1.266480,-0.510900,214.063380
434.699773,1.040220,-0.533560,209.830050
434.899772,0.554130,-0.682860,206.233450
435.099772,0.436170,-0.906950,203.309480
435.299772,0.555800,-1.000810,200.996470
435.499772,0.171200,-1.187070,199.186340
435.699772,0.348840,-1.177120,197.868110
435.899772,0.069050,-1.183150,196.980100
436.099772,0.147620,-1.095880,196.427930
436.299772,0.154870,-1.005530,196.143840
436.499772,0.122090,-0.963140,196.081220
436.699772,0.068870,-0.880730,196.106150
436.899771,0.192610,-0.857820,196.210030
437.099771,0.024760,-0.861040,196.357300
437.299771,0.005540,-0.921040,196.555640
437.499771,0.143160,-0.948880,196.720040
437.699771,0.134130,-0.949370,196.865170
437.899771,0.139310,-0.939690,196.984130
438.099771,0.163960,-0.918960,197.083320
438.299771,0.209090,-0.881410,197.161680
438.499771,0.247970,-0.839620,197.226580
